,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
23,aftercook-25,2025-12-26T00:08:34.000,200.0,200.0,92.0,40.0,72.0,45.0,20.0
24,aftercook-25,2025-12-26T00:09:34.000,200.0,200.0,92.0,40.0,73.0,46.0,20.0
25,aftercook-25,2025-12-26T00:10:34.000,200.0,200.0,92.0,36.0,62.0,40.0,20.0
26,aftercook-25,2025-12-26T00:11:34.000,200.0,200.0,92.0,36.0,61.0,40.0,20.0
27,aftercook-25,2025-12-26T00:12:34.000,200.0,200.0,92.0,36.0,62.0,41.0,20.0
28,aftercook-25,2025-12-26T00:13:34.000,200.0,200.0,92.0,29.0,43.0,31.0,20.0
29,aftercook-25,2025-12-26T00:14:34.000,200.0,200.0,92.0,30.0,46.0,32.0,20.0
30,aftercook-25,2025-12-26T00:15:34.000,200.0,200.0,92.0,26.0,37.0,28.0,20.0
31,aftercook-25,2025-12-26T00:16:34.000,200.0,200.0,92.0,28.0,41.0,30.0,20.0
32,aftercook-25,2025-12-26T00:17:34.000,200.0,200.0,92.0,23.0,31.0,25.0,20.0
33,aftercook-25,2025-12-26T00:18:34.000,200.0,200.0,92.0,24.0,34.0,27.0,20.0
34,aftercook-25,2025-12-26T00:19:34.000,200.0,200.0,92.0,23.0,30.0,25.0,20.0
35,aftercook-25,2025-12-26T00:20:34.000,200.0,200.0,92.0,22.0,29.0,24.0,20.0
36,aftercook-25,2025-12-26T00:21:34.000,200.0,200.0,92.0,21.0,27.0,23.0,20.0
37,aftercook-25,2025-12-26T00:22:34.000,200.0,200.0,92.0,21.0,26.0,23.0,20.0
38,aftercook-25,2025-12-26T00:23:34.000,200.0,200.0,92.0,20.0,24.0,21.0,20.0
39,aftercook-25,2025-12-26T00:24:34.000,200.0,200.0,92.0,16.0,19.0,18.0,20.0
40,aftercook-25,2025-12-26T00:25:34.000,200.0,200.0,92.0,16.0,18.0,18.0,20.0
41,aftercook-25,2025-12-26T00:26:34.000,200.0,200.0,92.0,16.0,19.0,18.0,20.0
42,aftercook-25,2025-12-26T00:27:34.000,200.0,200.0,92.0,15.0,17.0,16.0,20.0
43,aftercook-25,2025-12-26T00:28:34.000,200.0,200.0,92.0,15.0,17.0,16.0,20.0
44,aftercook-25,2025-12-26T00:29:34.000,200.0,200.0,92.0,15.0,17.0,17.0,20.0
45,aftercook-25,2025-12-26T00:30:34.000,200.0,200.0,92.0,14.0,16.0,15.0,20.0
46,aftercook-25,2025-12-26T00:31:34.000,200.0,200.0,92.0,15.0,17.0,16.0,19.0
47,aftercook-25,2025-12-26T00:32:34.000,200.0,200.0,92.0,12.0,14.0,13.0,20.0
48,aftercook-25,2025-12-26T00:33:34.000,200.0,200.0,92.0,13.0,14.0,14.0,19.0
49,aftercook-25,2025-12-26T00:34:34.000,200.0,200.0,92.0,10.0,11.0,11.0,20.0
50,aftercook-25,2025-12-26T00:35:34.000,200.0,200.0,92.0,11.0,12.0,12.0,19.0
51,aftercook-25,2025-12-26T00:36:34.000,200.0,200.0,92.0,10.0,11.0,11.0,19.0
52,aftercook-25,2025-12-26T00:37:34.000,200.0,200.0,92.0,10.0,11.0,11.0,20.0
53,aftercook-25,2025-12-26T00:38:34.000,200.0,200.0,92.0,8.0,9.0,9.0,20.0
54,aftercook-25,2025-12-26T00:39:34.000,200.0,200.0,92.0,8.0,9.0,8.0,20.0
55,aftercook-25,2025-12-26T00:40:34.000,200.0,200.0,92.0,7.0,8.0,8.0,20.0
56,aftercook-25,2025-12-26T00:41:34.000,200.0,200.0,92.0,6.0,7.0,7.0,20.0
57,aftercook-25,2025-12-26T00:42:34.000,200.0,200.0,92.0,7.0,8.0,7.0,20.0
58,aftercook-25,2025-12-26T00:43:34.000,200.0,200.0,92.0,6.0,7.0,7.0,20.0
59,aftercook-25,2025-12-26T00:44:34.000,200.0,200.0,92.0,6.0,7.0,6.0,20.0
60,aftercook-25,2025-12-26T00:45:34.000,200.0,200.0,92.0,6.0,7.0,6.0,20.0
61,aftercook-25,2025-12-26T00:46:34.000,200.0,200.0,91.0,5.0,6.0,6.0,20.0
62,aftercook-25,2025-12-26T00:47:34.000,200.0,200.0,91.0,6.0,7.0,6.0,20.0
63,aftercook-25,2025-12-26T00:48:34.000,200.0,200.0,91.0,5.0,6.0,5.0,20.0
64,aftercook-25,2025-12-26T00:49:34.000,200.0,200.0,91.0,4.0,5.0,5.0,20.0
65,aftercook-25,2025-12-26T00:50:34.000,200.0,200.0,91.0,5.0,5.0,5.0,20.0
66,aftercook-25,2025-12-26T00:51:34.000,200.0,200.0,91.0,4.0,5.0,5.0,20.0
67,aftercook-25,2025-12-26T00:52:34.000,200.0,200.0,91.0,4.0,5.0,5.0,20.0
68,aftercook-25,2025-12-26T00:53:34.000,200.0,200.0,91.0,4.0,5.0,4.0,20.0
69,aftercook-25,2025-12-26T00:54:34.000,200.0,200.0,91.0,4.0,4.0,4.0,20.0
70,aftercook-25,2025-12-26T00:55:34.000,200.0,200.0,91.0,3.0,4.0,4.0,20.0
71,aftercook-25,2025-12-26T00:56:34.000,200.0,200.0,91.0,3.0,3.0,3.0,20.0
72,aftercook-25,2025-12-26T00:57:34.000,200.0,200.0,91.0,3.0,3.0,3.0,19.0
73,aftercook-25,2025-12-26T00:58:34.000,200.0,200.0,91.0,3.0,3.0,3.0,19.0
74,aftercook-25,2025-12-26T00:59:34.000,200.0,200.0,91.0,3.0,4.0,3.0,19.0
75,aftercook-25,2025-12-26T01:00:34.000,200.0,200.0,91.0,3.0,4.0,3.0,19.0
76,aftercook-25,2025-12-26T01:01:34.000,200.0,200.0,91.0,2.0,3.0,3.0,19.0
77,aftercook-25,2025-12-26T01:02:34.000,200.0,200.0,91.0,2.0,3.0,2.0,20.0
78,aftercook-25,2025-12-26T01:03:34.000,200.0,200.0,91.0,2.0,2.0,2.0,20.0
79,aftercook-25,2025-12-26T01:04:34.000,200.0,200.0,91.0,1.0,2.0,2.0,20.0
80,aftercook-25,2025-12-26T01:05:34.000,200.0,200.0,91.0,2.0,2.0,2.0,20.0
81,aftercook-25,2025-12-26T01:06:34.000,200.0,200.0,91.0,1.0,2.0,2.0,20.0
